User_Id,Place_Id,Place_Ratings,Location,Age
2,367,2,"Bekasi, Jawa Barat",21
2,166,2,"Bekasi, Jawa Barat",21
2,18,5,"Bekasi, Jawa Barat",21
2,321,3,"Bekasi, Jawa Barat",21
2,262,3,"Bekasi, Jawa Barat",21
3,223,5,"Cirebon, Jawa Barat",23
3,17,5,"Cirebon, Jawa Barat",23
3,319,5,"Cirebon, Jawa Barat",23
3,310,3,"Cirebon, Jawa Barat",23
3,421,3,"Cirebon, Jawa Barat",23
3,202,5,"Cirebon, Jawa Barat",23
3,48,2,"Cirebon, Jawa Barat",23
3,283,3,"Cirebon, Jawa Barat",23
3,202,3,"Cirebon, Jawa Barat",23
3,250,2,"Cirebon, Jawa Barat",23
3,118,2,"Cirebon, Jawa Barat",23
3,54,2,"Cirebon, Jawa Barat",23
3,70,3,"Cirebon, Jawa Barat",23
3,33,4,"Cirebon, Jawa Barat",23
3,227,2,"Cirebon, Jawa Barat",23
3,86,4,"Cirebon, Jawa Barat",23
3,105,5,"Cirebon, Jawa Barat",23
3,249,3,"Cirebon, Jawa Barat",23
3,131,4,"Cirebon, Jawa Barat",23
3,382,2,"Cirebon, Jawa Barat",23
3,193,2,"Cirebon, Jawa Barat",23
3,176,2,"Cirebon, Jawa Barat",23
3,104,3,"Cirebon, Jawa Barat",23
3,24,4,"Cirebon, Jawa Barat",23
3,128,5,"Cirebon, Jawa Barat",23
3,134,3,"Cirebon, Jawa Barat",23
3,228,3,"Cirebon, Jawa Barat",23
3,237,3,"Cirebon, Jawa Barat",23
3,100,4,"Cirebon, Jawa Barat",23
3,198,5,"Cirebon, Jawa Barat",23
4,50,2,"Bekasi, Jawa Barat",21
4,376,2,"Bekasi, Jawa Barat",21
4,268,4,"Bekasi, Jawa Barat",21
4,242,4,"Bekasi, Jawa Barat",21
4,82,3,"Bekasi, Jawa Barat",21
4,348,5,"Bekasi, Jawa Barat",21
4,409,3,"Bekasi, Jawa Barat",21
4,88,3,"Bekasi, Jawa Barat",21
4,4,4,"Bekasi, Jawa Barat",21
4,377,3,"Bekasi, Jawa Barat",21
4,43,5,"Bekasi, Jawa Barat",21
4,15,4,"Bekasi, Jawa Barat",21
4,91,3,"Bekasi, Jawa Barat",21
4,193,5,"Bekasi, Jawa Barat",21
4,312,3,"Bekasi, Jawa Barat",21
4,44,2,"Bekasi, Jawa Barat",21
4,14,5,"Bekasi, Jawa Barat",21
4,406,3,"Bekasi, Jawa Barat",21
4,383,2,"Bekasi, Jawa Barat",21
4,229,2,"Bekasi, Jawa Barat",21
4,290,3,"Bekasi, Jawa Barat",21
4,5,5,"Bekasi, Jawa Barat",21
4,294,5,"Bekasi, Jawa Barat",21
4,309,5,"Bekasi, Jawa Barat",21
4,74,2,"Bekasi, Jawa Barat",21
4,97,2,"Bekasi, Jawa Barat",21
5,421,4,"Lampung, Sumatera Selatan",20
5,138,2,"Lampung, Sumatera Selatan",20
5,436,5,"Lampung, Sumatera Selatan",20
5,395,2,"Lampung, Sumatera Selatan",20
5,300,4,"Lampung, Sumatera Selatan",20
5,321,3,"Lampung, Sumatera Selatan",20
5,68,5,"Lampung, Sumatera Selatan",20
5,55,5,"Lampung, Sumatera Selatan",20
5,434,4,"Lampung, Sumatera Selatan",20
5,9,5,"Lampung, Sumatera Selatan",20
5,166,3,"Lampung, Sumatera Selatan",20
5,151,5,"Lampung, Sumatera Selatan",20
5,4,3,"Lampung, Sumatera Selatan",20
5,61,3,"Lampung, Sumatera Selatan",20
5,321,3,"Lampung, Sumatera Selatan",20
5,159,2,"Lampung, Sumatera Selatan",20
5,397,5,"Lampung, Sumatera Selatan",20
5,391,2,"Lampung, Sumatera Selatan",20
5,407,3,"Lampung, Sumatera Selatan",20
5,301,2,"Lampung, Sumatera Selatan",20
5,143,4,"Lampung, Sumatera Selatan",20
5,27,2,"Lampung, Sumatera Selatan",20
5,283,4,"Lampung, Sumatera Selatan",20
5,190,2,"Lampung, Sumatera Selatan",20
5,346,4,"Lampung, Sumatera Selatan",20
5,67,4,"Lampung, Sumatera Selatan",20
5,381,3,"Lampung, Sumatera Selatan",20
5,368,3,"Lampung, Sumatera Selatan",20
5,433,4,"Lampung, Sumatera Selatan",20
5,301,2,"Lampung, Sumatera Selatan",20
5,420,3,"Lampung, Sumatera Selatan",20
5,335,3,"Lampung, Sumatera Selatan",20
5,115,3,"Lampung, Sumatera Selatan",20
6,433,4,"Jakarta Utara, DKI Jakarta",18
6,334,2,"Jakarta Utara, DKI Jakarta",18
6,348,2,"Jakarta Utara, DKI Jakarta",18
6,219,2,"Jakarta Utara, DKI Jakarta",18
6,178,3,"Jakarta Utara, DKI Jakarta",18
6,266,3,"Jakarta Utara, DKI Jakarta",18
6,92,2,"Jakarta Utara, DKI Jakarta",18
6,64,5,"Jakarta Utara, DKI Jakarta",18
6,102,4,"Jakarta Utara, DKI Jakarta",18
6,166,5,"Jakarta Utara, DKI Jakarta",18
6,257,2,"Jakarta Utara, DKI Jakarta",18
6,243,5,"Jakarta Utara, DKI Jakarta",18
6,346,5,"Jakarta Utara, DKI Jakarta",18
6,116,5,"Jakarta Utara, DKI Jakarta",18
6,359,2,"Jakarta Utara, DKI Jakarta",18
6,121,4,"Jakarta Utara, DKI Jakarta",18
6,385,4,"Jakarta Utara, DKI Jakarta",18
6,398,5,"Jakarta Utara, DKI Jakarta",18
6,64,5,"Jakarta Utara, DKI Jakarta",18
6,88,5,"Jakarta Utara, DKI Jakarta",18
6,119,2,"Jakarta Utara, DKI Jakarta",18
6,393,2,"Jakarta Utara, DKI Jakarta",18
6,4,4,"Jakarta Utara, DKI Jakarta",18
6,298,3,"Jakarta Utara, DKI Jakarta",18
6,410,2,"Jakarta Utara, DKI Jakarta",18
6,224,5,"Jakarta Utara, DKI Jakarta",18
6,379,4,"Jakarta Utara, DKI Jakarta",18
6,382,2,"Jakarta Utara, DKI Jakarta",18
7,255,5,"Jakarta Selatan, DKI Jakarta",39
7,269,3,"Jakarta Selatan, DKI Jakarta",39
7,213,3,"Jakarta Selatan, DKI Jakarta",39
7,228,3,"Jakarta Selatan, DKI Jakarta",39
7,126,5,"Jakarta Selatan, DKI Jakarta",39
7,192,5,"Jakarta Selatan, DKI Jakarta",39
7,376,4,"Jakarta Selatan, DKI Jakarta",39
7,183,5,"Jakarta Selatan, DKI Jakarta",39
7,129,4,"Jakarta Selatan, DKI Jakarta",39
7,303,4,"Jakarta Selatan, DKI Jakarta",39
7,296,3,"Jakarta Selatan, DKI Jakarta",39
7,213,3,"Jakarta Selatan, DKI Jakarta",39
7,237,5,"Jakarta Selatan, DKI Jakarta",39
7,99,4,"Jakarta Selatan, DKI Jakarta",39
7,88,4,"Jakarta Selatan, DKI Jakarta",39
7,148,3,"Jakarta Selatan, DKI Jakarta",39
7,13,2,"Jakarta Selatan, DKI Jakarta",39
7,377,5,"Jakarta Selatan, DKI Jakarta",39
7,183,4,"Jakarta Selatan, DKI Jakarta",39
7,247,4,"Jakarta Selatan, DKI Jakarta",39
7,31,3,"Jakarta Selatan, DKI Jakarta",39
7,298,4,"Jakarta Selatan, DKI Jakarta",39
7,290,4,"Jakarta Selatan, DKI Jakarta",39
7,385,5,"Jakarta Selatan, DKI Jakarta",39
7,77,5,"Jakarta Selatan, DKI Jakarta",39
7,107,2,"Jakarta Selatan, DKI Jakarta",39
7,77,3,"Jakarta Selatan, DKI Jakarta",39
8,158,5,"Bandung, Jawa Barat",40
8,301,3,"Bandung, Jawa Barat",40
8,290,2,"Bandung, Jawa Barat",40
8,322,5,"Bandung, Jawa Barat",40
8,306,4,"Bandung, Jawa Barat",40
8,98,5,"Bandung, Jawa Barat",40
8,235,4,"Bandung, Jawa Barat",40
8,45,2,"Bandung, Jawa Barat",40
8,173,3,"Bandung, Jawa Barat",40
8,306,2,"Bandung, Jawa Barat",40
8,393,5,"Bandung, Jawa Barat",40
8,395,5,"Bandung, Jawa Barat",40
8,89,3,"Bandung, Jawa Barat",40
8,433,4,"Bandung, Jawa Barat",40
8,143,5,"Bandung, Jawa Barat",40
8,275,3,"Bandung, Jawa Barat",40
8,25,5,"Bandung, Jawa Barat",40
8,98,2,"Bandung, Jawa Barat",40
8,130,3,"Bandung, Jawa Barat",40
8,223,5,"Bandung, Jawa Barat",40
8,368,2,"Bandung, Jawa Barat",40
8,164,5,"Bandung, Jawa Barat",40
8,267,4,"Bandung, Jawa Barat",40
8,202,3,"Bandung, Jawa Barat",40
8,56,2,"Bandung, Jawa Barat",40
8,30,3,"Bandung, Jawa Barat",40
8,238,3,"Bandung, Jawa Barat",40
8,294,4,"Bandung, Jawa Barat",40
9,402,3,"Surabaya, Jawa Timur",38
9,196,4,"Surabaya, Jawa Timur",38
9,406,4,"Surabaya, Jawa Timur",38
9,55,4,"Surabaya, Jawa Timur",38
9,30,3,"Surabaya, Jawa Timur",38
9,246,5,"Surabaya, Jawa Timur",38
9,402,3,"Surabaya, Jawa Timur",38
9,30,2,"Surabaya, Jawa Timur",38
9,310,4,"Surabaya, Jawa Timur",38
9,417,4,"Surabaya, Jawa Timur",38
9,304,4,"Surabaya, Jawa Timur",38
9,206,3,"Surabaya, Jawa Timur",38
9,211,3,"Surabaya, Jawa Timur",38
9,28,5,"Surabaya, Jawa Timur",38
9,264,3,"Surabaya, Jawa Timur",38
9,242,3,"Surabaya, Jawa Timur",38
9,403,3,"Surabaya, Jawa Timur",38
9,253,4,"Surabaya, Jawa Timur",38
9,265,4,"Surabaya, Jawa Timur",38
9,331,4,"Surabaya, Jawa Timur",38
9,188,4,"Surabaya, Jawa Timur",38
9,54,3,"Surabaya, Jawa Timur",38
9,420,5,"Surabaya, Jawa Timur",38
9,416,4,"Surabaya, Jawa Timur",38
9,378,5,"Surabaya, Jawa Timur",38
9,233,4,"Surabaya, Jawa Timur",38
9,95,5,"Surabaya, Jawa Timur",38
9,105,2,"Surabaya, Jawa Timur",38
9,233,5,"Surabaya, Jawa Timur",38
9,204,2,"Surabaya, Jawa Timur",38
9,225,5,"Surabaya, Jawa Timur",38
9,204,2,"Surabaya, Jawa Timur",38
9,341,5,"Surabaya, Jawa Timur",38
10,145,3,"Bekasi, Jawa Barat",39
10,36,4,"Bekasi, Jawa Barat",39
10,168,5,"Bekasi, Jawa Barat",39
10,12,2,"Bekasi, Jawa Barat",39
10,134,5,"Bekasi, Jawa Barat",39
10,280,4,"Bekasi, Jawa Barat",39
10,236,4,"Bekasi, Jawa Barat",39
10,95,5,"Bekasi, Jawa Barat",39
10,344,3,"Bekasi, Jawa Barat",39
10,18,5,"Bekasi, Jawa Barat",39
10,42,3,"Bekasi, Jawa Barat",39
10,90,5,"Bekasi, Jawa Barat",39
10,280,5,"Bekasi, Jawa Barat",39
10,75,4,"Bekasi, Jawa Barat",39
10,63,5,"Bekasi, Jawa Barat",39
10,205,5,"Bekasi, Jawa Barat",39
10,268,3,"Bekasi, Jawa Barat",39
10,234,3,"Bekasi, Jawa Barat",39
10,284,3,"Bekasi, Jawa Barat",39
10,405,3,"Bekasi, Jawa Barat",39
10,230,4,"Bekasi, Jawa Barat",39
10,197,3,"Bekasi, Jawa Barat",39
10,339,3,"Bekasi, Jawa Barat",39
10,159,2,"Bekasi, Jawa Barat",39
10,77,2,"Bekasi, Jawa Barat",39
10,23,2,"Bekasi, Jawa Barat",39
10,67,5,"Bekasi, Jawa Barat",39
10,35,4,"Bekasi, Jawa Barat",39
11,229,2,"Yogyakarta, DIY",20
11,226,2,"Yogyakarta, DIY",20
11,310,3,"Yogyakarta, DIY",20
11,430,3,"Yogyakarta, DIY",20
11,107,3,"Yogyakarta, DIY",20
11,37,5,"Yogyakarta, DIY",20
11,322,5,"Yogyakarta, DIY",20
11,109,2,"Yogyakarta, DIY",20
11,341,4,"Yogyakarta, DIY",20
11,206,2,"Yogyakarta, DIY",20
11,97,4,"Yogyakarta, DIY",20
11,41,3,"Yogyakarta, DIY",20
11,355,4,"Yogyakarta, DIY",20
11,82,2,"Yogyakarta, DIY",20
11,376,4,"Yogyakarta, DIY",20
11,406,4,"Yogyakarta, DIY",20
11,186,4,"Yogyakarta, DIY",20
11,88,3,"Yogyakarta, DIY",20
11,378,2,"Yogyakarta, DIY",20
11,151,5,"Yogyakarta, DIY",20
11,149,2,"Yogyakarta, DIY",20
11,6,5,"Yogyakarta, DIY",20
11,150,2,"Yogyakarta, DIY",20
11,11,3,"Yogyakarta, DIY",20
11,127,3,"Yogyakarta, DIY",20
11,6,2,"Yogyakarta, DIY",20
11,5,5,"Yogyakarta, DIY",20
11,236,2,"Yogyakarta, DIY",20
12,429,3,"Bogor, Jawa Barat",37
12,194,3,"Bogor, Jawa Barat",37
12,27,2,"Bogor, Jawa Barat",37
12,236,3,"Bogor, Jawa Barat",37
12,49,5,"Bogor, Jawa Barat",37
12,369,5,"Bogor, Jawa Barat",37
12,94,5,"Bogor, Jawa Barat",37
12,226,4,"Bogor, Jawa Barat",37
12,274,4,"Bogor, Jawa Barat",37
12,72,5,"Bogor, Jawa Barat",37
12,183,5,"Bogor, Jawa Barat",37
12,265,4,"Bogor, Jawa Barat",37
12,301,5,"Bogor, Jawa Barat",37
12,46,4,"Bogor, Jawa Barat",37
12,65,2,"Bogor, Jawa Barat",37
12,203,5,"Bogor, Jawa Barat",37
12,379,4,"Bogor, Jawa Barat",37
12,139,4,"Bogor, Jawa Barat",37
12,5,5,"Bogor, Jawa Barat",37
12,141,2,"Bogor, Jawa Barat",37
12,312,5,"Bogor, Jawa Barat",37
12,154,5,"Bogor, Jawa Barat",37
12,71,5,"Bogor, Jawa Barat",37
12,302,3,"Bogor, Jawa Barat",37
12,75,5,"Bogor, Jawa Barat",37
12,30,5,"Bogor, Jawa Barat",37
12,52,3,"Bogor, Jawa Barat",37
12,27,3,"Bogor, Jawa Barat",37
12,102,5,"Bogor, Jawa Barat",37
12,128,2,"Bogor, Jawa Barat",37
12,293,5,"Bogor, Jawa Barat",37
12,82,4,"Bogor, Jawa Barat",37
12,402,3,"Bogor, Jawa Barat",37
12,98,2,"Bogor, Jawa Barat",37
13,398,2,"Depok, Jawa Barat",18
13,65,2,"Depok, Jawa Barat",18
13,398,2,"Depok, Jawa Barat",18
13,371,5,"Depok, Jawa Barat",18
13,422,4,"Depok, Jawa Barat",18
13,214,5,"Depok, Jawa Barat",18
13,20,2,"Depok, Jawa Barat",18
13,114,5,"Depok, Jawa Barat",18
13,229,2,"Depok, Jawa Barat",18
13,56,5,"Depok, Jawa Barat",18
13,265,4,"Depok, Jawa Barat",18
13,129,4,"Depok, Jawa Barat",18
13,75,5,"Depok, Jawa Barat",18
13,296,2,"Depok, Jawa Barat",18
13,191,2,"Depok, Jawa Barat",18
13,156,3,"Depok, Jawa Barat",18
13,177,2,"Depok, Jawa Barat",18
13,437,5,"Depok, Jawa Barat",18
13,406,2,"Depok, Jawa Barat",18
13,290,2,"Depok, Jawa Barat",18
13,163,4,"Depok, Jawa Barat",18
13,242,3,"Depok, Jawa Barat",18
13,178,2,"Depok, Jawa Barat",18
13,142,5,"Depok, Jawa Barat",18
13,245,4,"Depok, Jawa Barat",18
14,67,5,"Jakarta Pusat, DKI Jakarta",26
14,325,3,"Jakarta Pusat, DKI Jakarta",26
14,422,4,"Jakarta Pusat, DKI Jakarta",26
14,88,2,"Jakarta Pusat, DKI Jakarta",26
14,118,4,"Jakarta Pusat, DKI Jakarta",26
14,344,2,"Jakarta Pusat, DKI Jakarta",26
14,227,4,"Jakarta Pusat, DKI Jakarta",26
14,259,5,"Jakarta Pusat, DKI Jakarta",26
14,376,5,"Jakarta Pusat, DKI Jakarta",26
14,368,3,"Jakarta Pusat, DKI Jakarta",26
14,396,2,"Jakarta Pusat, DKI Jakarta",26
14,167,3,"Jakarta Pusat, DKI Jakarta",26
14,11,2,"Jakarta Pusat, DKI Jakarta",26
14,230,5,"Jakarta Pusat, DKI Jakarta",26
14,54,2,"Jakarta Pusat, DKI Jakarta",26
14,304,3,"Jakarta Pusat, DKI Jakarta",26
14,249,5,"Jakarta Pusat, DKI Jakarta",26
14,96,2,"Jakarta Pusat, DKI Jakarta",26
14,50,2,"Jakarta Pusat, DKI Jakarta",26
14,8,4,"Jakarta Pusat, DKI Jakarta",26
14,233,3,"Jakarta Pusat, DKI Jakarta",26
14,362,2,"Jakarta Pusat, DKI Jakarta",26
14,173,5,"Jakarta Pusat, DKI Jakarta",26
14,435,5,"Jakarta Pusat, DKI Jakarta",26
14,167,4,"Jakarta Pusat, DKI Jakarta",26
14,294,2,"Jakarta Pusat, DKI Jakarta",26
14,59,3,"Jakarta Pusat, DKI Jakarta",26
14,274,4,"Jakarta Pusat, DKI Jakarta",26
14,186,4,"Jakarta Pusat, DKI Jakarta",26
14,91,5,"Jakarta Pusat, DKI Jakarta",26
14,328,5,"Jakarta Pusat, DKI Jakarta",26
14,371,4,"Jakarta Pusat, DKI Jakarta",26
14,171,3,"Jakarta Pusat, DKI Jakarta",26
15,298,3,"Jakarta Timur, DKI Jakarta",34
15,277,3,"Jakarta Timur, DKI Jakarta",34
15,90,5,"Jakarta Timur, DKI Jakarta",34
15,342,5,"Jakarta Timur, DKI Jakarta",34
15,435,3,"Jakarta Timur, DKI Jakarta",34
15,348,2,"Jakarta Timur, DKI Jakarta",34
15,23,5,"Jakarta Timur, DKI Jakarta",34
15,365,5,"Jakarta Timur, DKI Jakarta",34
15,340,3,"Jakarta Timur, DKI Jakarta",34
15,260,5,"Jakarta Timur, DKI Jakarta",34
15,369,4,"Jakarta Timur, DKI Jakarta",34
15,187,4,"Jakarta Timur, DKI Jakarta",34
15,74,3,"Jakarta Timur, DKI Jakarta",34
15,297,4,"Jakarta Timur, DKI Jakarta",34
15,21,2,"Jakarta Timur, DKI Jakarta",34
15,95,3,"Jakarta Timur, DKI Jakarta",34
15,367,5,"Jakarta Timur, DKI Jakarta",34
15,207,4,"Jakarta Timur, DKI Jakarta",34
15,284,2,"Jakarta Timur, DKI Jakarta",34
15,321,2,"Jakarta Timur, DKI Jakarta",34
15,248,2,"Jakarta Timur, DKI Jakarta",34
15,153,5,"Jakarta Timur, DKI Jakarta",34
15,248,4,"Jakarta Timur, DKI Jakarta",34
15,355,5,"Jakarta Timur, DKI Jakarta",34
15,27,3,"Jakarta Timur, DKI Jakarta",34
15,239,3,"Jakarta Timur, DKI Jakarta",34
15,434,2,"Jakarta Timur, DKI Jakarta",34
15,9,4,"Jakarta Timur, DKI Jakarta",34
15,360,3,"Jakarta Timur, DKI Jakarta",34
15,275,2,"Jakarta Timur, DKI Jakarta",34
15,142,2,"Jakarta Timur, DKI Jakarta",34
15,119,4,"Jakarta Timur, DKI Jakarta",34
15,219,2,"Jakarta Timur, DKI Jakarta",34
15,417,3,"Jakarta Timur, DKI Jakarta",34
15,170,3,"Jakarta Timur, DKI Jakarta",34
15,357,3,"Jakarta Timur, DKI Jakarta",34
16,264,2,"Bekasi, Jawa Barat",40
16,68,2,"Bekasi, Jawa Barat",40
16,292,2,"Bekasi, Jawa Barat",40
16,89,3,"Bekasi, Jawa Barat",40
16,203,4,"Bekasi, Jawa Barat",40
16,73,2,"Bekasi, Jawa Barat",40
16,201,3,"Bekasi, Jawa Barat",40
16,252,2,"Bekasi, Jawa Barat",40
16,434,3,"Bekasi, Jawa Barat",40
16,275,4,"Bekasi, Jawa Barat",40
16,150,4,"Bekasi, Jawa Barat",40
16,414,5,"Bekasi, Jawa Barat",40
16,67,4,"Bekasi, Jawa Barat",40
16,385,2,"Bekasi, Jawa Barat",40
16,359,5,"Bekasi, Jawa Barat",40
16,266,4,"Bekasi, Jawa Barat",40
16,30,4,"Bekasi, Jawa Barat",40
16,390,2,"Bekasi, Jawa Barat",40
16,322,5,"Bekasi, Jawa Barat",40
16,413,4,"Bekasi, Jawa Barat",40
16,121,3,"Bekasi, Jawa Barat",40
16,237,4,"Bekasi, Jawa Barat",40
16,384,4,"Bekasi, Jawa Barat",40
16,132,5,"Bekasi, Jawa Barat",40
16,26,2,"Bekasi, Jawa Barat",40
16,347,3,"Bekasi, Jawa Barat",40
16,121,4,"Bekasi, Jawa Barat",40
16,167,3,"Bekasi, Jawa Barat",40
16,270,5,"Bekasi, Jawa Barat",40
17,16,4,"Semarang, Jawa Tengah",31
17,339,2,"Semarang, Jawa Tengah",31
17,406,5,"Semarang, Jawa Tengah",31
17,267,5,"Semarang, Jawa Tengah",31
17,384,5,"Semarang, Jawa Tengah",31
17,371,4,"Semarang, Jawa Tengah",31
17,19,2,"Semarang, Jawa Tengah",31
17,318,5,"Semarang, Jawa Tengah",31
17,104,4,"Semarang, Jawa Tengah",31
17,37,2,"Semarang, Jawa Tengah",31
17,256,4,"Semarang, Jawa Tengah",31
17,11,3,"Semarang, Jawa Tengah",31
17,134,4,"Semarang, Jawa Tengah",31
17,181,2,"Semarang, Jawa Tengah",31
17,236,3,"Semarang, Jawa Tengah",31
17,98,5,"Semarang, Jawa Tengah",31
17,199,3,"Semarang, Jawa Tengah",31
17,410,4,"Semarang, Jawa Tengah",31
17,33,5,"Semarang, Jawa Tengah",31
17,237,3,"Semarang, Jawa Tengah",31
17,265,4,"Semarang, Jawa Tengah",31
17,78,4,"Semarang, Jawa Tengah",31
17,154,5,"Semarang, Jawa Tengah",31
17,173,5,"Semarang, Jawa Tengah",31
17,414,4,"Semarang, Jawa Tengah",31
17,288,4,"Semarang, Jawa Tengah",31
17,330,3,"Semarang, Jawa Tengah",31
17,3,2,"Semarang, Jawa Tengah",31
17,47,4,"Semarang, Jawa Tengah",31
17,2,3,"Semarang, Jawa Tengah",31
17,145,3,"Semarang, Jawa Tengah",31
17,27,4,"Semarang, Jawa Tengah",31
17,32,2,"Semarang, Jawa Tengah",31
17,70,2,"Semarang, Jawa Tengah",31
17,308,2,"Semarang, Jawa Tengah",31
17,210,4,"Semarang, Jawa Tengah",31
17,92,3,"Semarang, Jawa Tengah",31
17,398,3,"Semarang, Jawa Tengah",31
17,279,4,"Semarang, Jawa Tengah",31
17,398,4,"Semarang, Jawa Tengah",31
17,321,3,"Semarang, Jawa Tengah",31
17,262,2,"Semarang, Jawa Tengah",31
17,307,3,"Semarang, Jawa Tengah",31
17,289,4,"Semarang, Jawa Tengah",31
17,346,2,"Semarang, Jawa Tengah",31
17,371,3,"Semarang, Jawa Tengah",31
18,102,3,"Yogyakarta, DIY",39
18,332,2,"Yogyakarta, DIY",39
18,80,5,"Yogyakarta, DIY",39
18,49,4,"Yogyakarta, DIY",39
18,375,3,"Yogyakarta, DIY",39
18,71,4,"Yogyakarta, DIY",39
18,182,5,"Yogyakarta, DIY",39
18,54,4,"Yogyakarta, DIY",39
18,176,5,"Yogyakarta, DIY",39
18,197,2,"Yogyakarta, DIY",39
18,151,5,"Yogyakarta, DIY",39
18,260,4,"Yogyakarta, DIY",39
18,405,5,"Yogyakarta, DIY",39
18,8,3,"Yogyakarta, DIY",39
18,88,3,"Yogyakarta, DIY",39
18,50,4,"Yogyakarta, DIY",39
18,412,2,"Yogyakarta, DIY",39
18,147,4,"Yogyakarta, DIY",39
18,101,5,"Yogyakarta, DIY",39
18,357,4,"Yogyakarta, DIY",39
18,272,3,"Yogyakarta, DIY",39
18,413,2,"Yogyakarta, DIY",39
18,185,3,"Yogyakarta, DIY",39
18,80,5,"Yogyakarta, DIY",39
18,426,2,"Yogyakarta, DIY",39
18,245,4,"Yogyakarta, DIY",39
18,46,4,"Yogyakarta, DIY",39
18,184,3,"Yogyakarta, DIY",39
18,201,5,"Yogyakarta, DIY",39
18,113,2,"Yogyakarta, DIY",39
18,111,4,"Yogyakarta, DIY",39
18,399,3,"Yogyakarta, DIY",39
18,235,5,"Yogyakarta, DIY",39
18,261,2,"Yogyakarta, DIY",39
19,194,5,"Cirebon, Jawa Barat",26
19,228,2,"Cirebon, Jawa Barat",26
19,417,3,"Cirebon, Jawa Barat",26
19,205,3,"Cirebon, Jawa Barat",26
19,112,3,"Cirebon, Jawa Barat",26
19,42,2,"Cirebon, Jawa Barat",26
19,168,3,"Cirebon, Jawa Barat",26
19,327,4,"Cirebon, Jawa Barat",26
19,395,2,"Cirebon, Jawa Barat",26
19,418,4,"Cirebon, Jawa Barat",26
19,84,2,"Cirebon, Jawa Barat",26
19,400,2,"Cirebon, Jawa Barat",26
19,195,4,"Cirebon, Jawa Barat",26
19,34,5,"Cirebon, Jawa Barat",26
19,295,3,"Cirebon, Jawa Barat",26
19,247,3,"Cirebon, Jawa Barat",26
19,344,2,"Cirebon, Jawa Barat",26
19,203,2,"Cirebon, Jawa Barat",26
19,56,3,"Cirebon, Jawa Barat",26
19,9,3,"Cirebon, Jawa Barat",26
19,38,5,"Cirebon, Jawa Barat",26
19,165,4,"Cirebon, Jawa Barat",26
19,212,3,"Cirebon, Jawa Barat",26
19,170,5,"Cirebon, Jawa Barat",26
19,331,3,"Cirebon, Jawa Barat",26
19,124,4,"Cirebon, Jawa Barat",26
19,38,5,"Cirebon, Jawa Barat",26
19,432,4,"Cirebon, Jawa Barat",26
19,252,5,"Cirebon, Jawa Barat",26
19,317,3,"Cirebon, Jawa Barat",26
19,127,5,"Cirebon, Jawa Barat",26
19,210,5,"Cirebon, Jawa Barat",26
19,333,4,"Cirebon, Jawa Barat",26
19,426,5,"Cirebon, Jawa Barat",26
